targetID;targetName
TTDR00200;Voltage-dependent R-type calcium channel alpha-1E subunit
TTDR00201;Gamma-aminobutyric acid transporter 4
TTDR00202;M-phase inducer phosphatase 1
TTDR00204;Tar rRNA
TTDR00205;Interleukin-8
TTDR00207;Neuronal kinesin heavy chain
TTDR00208;M-phase inducer phosphatase 3
TTDR00209;Carbonic anhydrase IV
TTDR00210;Carbonic anhydrase VI
TTDR00211;Carbonic anhydrase IX
TTDR00212;Carbonic anhydrase XII
TTDR00213;Carbonic anhydrase XIV
TTDR00214;Sodium/potassium-transporting ATPase alpha-2 chain
TTDR00217;mRNA of VLA-4
TTDR00218;O-acetylserine sulfhydrylase
TTDR00219;Hypoxanthine-guanine phosphoribosyltransferase
TTDR00220;Vasopeptidase
TTDR00221;Rhodopsin
TTDR00222;Aspartate aminotransferase, cytoplasmic
TTDR00223;Omega-amino acid:pyruvate aminotransferase
TTDR00224;Proliferating cell nuclear antigen, Cyclin-A2
TTDR00225;Low-density lipoprotein receptor
TTDR00226;Serine hydroxymethyltransferase, mitochondrial
TTDR00228;DNA gyrase B subunit
TTDR00229;Geranylgeranyltransferase I
TTDR00230;Elastase 1
TTDR00231;Orotidine 5'-monophosphate decarboxylase
TTDR00232;Leukotriene C4 synthase
TTDR00233;Tyrosine-protein kinase BTK
TTDR00234;Arachidonate 15-lipoxygenase
TTDR00236;Rhinovirus coat protein, Genome polyprotein
TTDR00237;PN3 Na+ channel
TTDR00238;Leptin receptor
TTDR00239;Arachidonate 12-lipoxygenase, 12S-type
TTDR00240;Angiogenin
TTDR00241;2-oxoglutarate decarboxylase
TTDR00242;Cytochrome P450 1B1
TTDR00243;Oncogenic GTP-binding protein
TTDR00244;Integrin alpha V beta 3
TTDR00247;5-methyltetrahydrofolate--homocysteine methyltransferase
TTDR00248;V beta 14 T-cell receptor
TTDR00249;Ornithine aminotransferase, mitochondrial
TTDR00250;Nuclear factor NF-kappa-B
TTDR00251;Thymidine phosphorylase
TTDR00252;Insulin-like growth factor II
TTDR00253;Ras proteins
TTDR00254;Aspartate carbamoyltransferase
TTDR00255;Inhibitor of nuclear factor kappa-B kinase alpha subunit
TTDR00256;CGMP-dependent 3',5'-cyclic phosphodiesterase
TTDR00257;Casein kinase II, alpha chain
TTDR00258;Carbamoyl-phosphate synthase II
TTDR00260;Protein kinase A
TTDR00261;Corticotropin-lipotropin
TTDR00262;Arginine vasopressin
TTDR00264;HIV envelope protein gp120
TTDR00265;Superoxide dismutase [Cu-Zn]
TTDR00266;Vanilloid receptor 1
TTDR00267;Peptide deformylase
TTDR00268;Hepatocyte nuclear factor 1-alpha
TTDR00269;Hepatocyte nuclear factor 4-alpha
TTDR00270;Steroid hormone receptor ERR1
TTDR00271;Orphan nuclear receptor DAX-1
TTDR00272;Thyroid hormone receptor
TTDR00273;3-phosphoinositide dependent protein kinase-1
TTDR00274;Liver carboxylesterase
TTDR00275;Acetyl-CoA carboxylase 1
TTDR00276;Integrin alpha-2
TTDR00277;Alpha v beta 3 integrin receptor
TTDR00278;P2X purinoceptor 3
TTDR00280;Beta-adrenergic receptor kinase 1
TTDR00281;CAP-dependent endonuclease
TTDR00283;Monocyte differentiation antigen CD14
TTDR00284;Tumor necrosis factor ligand superfamily member 5
TTDR00285;Large subunit Cp complex Cdc68p
TTDR00286;Calcitonin gene-related peptide type 2 receptor
TTDR00287;C-X-C chemokine receptor type 5
TTDR00288;ATP-binding cassette, sub-family A, member 1
TTDR00289;C-Jun N-terminal kinase
TTDR00291;Beta-ketoacyl-ACP synthase I
TTDR00292;3-oxoacyl-[acyl-carrier-protein] synthase II
TTDR00293;Gap junction alpha-1 protein
TTDR00296;Cell division protein kinase 5
TTDR00298;Cell division protein kinase 8
TTDR00299;Cyclin-dependent protein kinase PfPK5
TTDR00300;Cyclin-dependent protein kinase PfPK6
TTDR00301;Cyclin-dependent protein kinase Pfmrk
TTDR00302;Cyclosporine receptor
TTDR00303;Enoyl-[acyl-carrier-protein] reductase [NADH] 1
TTDR00304;Enoyl-[acyl-carrier-protein] reductase [NADH] 2
TTDR00306;FemA factor
TTDR00307;FemB factor
TTDR00308;FemX factor
TTDR00309;Fatty acid-binding protein, epidermal
TTDR00310;Immunoglobulin alpha Fc receptor
TTDR00311;Fc gamma receptor I
TTDR00313;Heparin binding protein
TTDR00314;Fibroblast growth factor receptor
TTDR00315;Foot-and-mouth disease virus capsid protein VP1
TTDR00316;Foot-and-mouth disease virus capsid protein VP2
TTDR00317;Foot-and-mouth disease virus capsid protein VP3
TTDR00319;Glycoprotein VI
TTDR00320;Glutathione peroxidase
TTDR00321;Metabotropic glutamate receptor 2
TTDR00322;Granulocyte-macrophage colony-stimulating factor
TTDR00323;HCV helicase
TTDR00326;Herpes simplex virus helicase-primase
TTDR00327;Histidine kinase AlgR1
TTDR00328;Histidine kinase AlgR2
TTDR00329;Histidine kinase KinA
TTDR00330;HIV-1 gp160
TTDR00331;Holo-ACP synthase
TTDR00332;Interferon alpha
TTDR00333;Insulin-like growth factor binding protein 1
TTDR00334;Mitogen-activated protein kinase 9
TTDR00335;Rhombotin-2
TTDR00336;Phospholipid transfer protein
TTDR00337;Mitogen-activated protein kinase kinase kinase 2
TTDR00338;Matrix metalloproteinase
TTDR00339;Mitogen-activated protein kinase kinase kinase 9
TTDR00340;Mitogen-activated protein kinase kinase kinase 10
TTDR00341;Mitogen-activated protein kinase kinase kinase 11
TTDR00342;mRNA of adenosine A1 receptor
TTDR00343;mRNA of EGFR
TTDR00344;mRNA of protein kinase A Rialpha subunit
TTDR00347;Sodium/hydrogen exchanger 1
TTDR00348;Nicotinate-nucleotide adenylyltransferase
TTDR00349;Reticulon 4 receptor
TTDR00350;Transient receptor potential channel 6, subfamily V
TTDR00352;Mitogen-activated protein kinase 11
TTDR00353;P42/p44 mitogen-activated protein kinase
TTDR00354;Pantothenate kinase
TTDR00355;Peptidyl-prolyl cis-trans isomerase NIMA-interacting 1
TTDR00356;Phosphoinositide 3 kinase
TTDR00357;Phosphoenolpyruvate transferase
TTDR00358;Phospholipase D
TTDR00359;Elongation factor 1-alpha 1
TTDR00360;5-enopyruvyl shikimate 3-phosphate synthase
TTDR00361;Beta-ketoacyl-ACP synthase III
TTDR00362;20S proteasome
TTDR00363;Serine/threonine protein phosphatase 2A, 56 kDa regulatory subunit, alpha isoform
TTDR00365;Stress kinase p38
TTDR00366;Sulfur mustard-stimulated protease
TTDR00369;Urokinase plasminogen activator surface receptor
TTDR00370;Vasopressin receptor
TTDR00372;Mitogen-activated protein kinase 1
TTDR00373;Mitogen-activated protein kinase 3
TTDR00374;Phospholipase D1
TTDR00375;Melanocortin-3 receptor
TTDR00377;Cholecystokinin
TTDR00378;mRNA of protein kinase A1
TTDR00380;3-hydroxysteroid dehydrogenase
TTDR00381;Hydroxymethylglutaryl-CoA synthase, mitochondrial
TTDR00382;Low-density lipoprotein
TTDR00383;Low-density lipoprotein receptor-related protein
TTDR00384;Scavenger receptor class B member 1
TTDR00385;Filamin A
TTDR00386;Corticotropin-releasing factor binding protein
TTDR00387;Corticoliberin
TTDR00388;Nuclear receptor coactivator 4
TTDR00389;Glycoprotein hormones alpha chain
TTDR00390;Supervillin
TTDR00391;Nuclear receptor binding SET domain containing protein 1
TTDR00392;Prostate stem cell antigen
TTDR00393;3-alpha-hydroxysteroid dehydrogenase
TTDR00394;High-affinity cationic amino acid transporter-1
TTDR00395;Thrombomodulin
TTDR00396;Tissue factor
TTDR00397;G1/S-specific cyclin D1
TTDR00399;Trehalose-phosphatase
TTDR00400;Coagulation factor VIIa
TTDR00401;Macrophage mannose receptor
TTDR00402;Outer capsid glycoprotein VP7
TTDR00403;Serine proteinase alpha-thrombin
TTDR00404;Midkine
TTDR00405;B1 bradykinin receptor
TTDR00406;Kininogen
TTDR00407;Kinin B1 receptor
TTDR00408;Kinin B2 receptor
TTDR00409;Vanilloid receptor
TTDR00411;Apolipoprotein E
TTDR00412;Endothelin-1
TTDR00413;Diphosphomevalonate decarboxylase
TTDR00414;S-adenosylmethionine decarboxylase proenzyme
TTDR00415;Lactosylceramide alpha-2,3-sialyltransferase
TTDR00416;Endothelin converting enzyme
TTDR00417;Leucine-rich repeat-containing G protein-coupled receptor 5
TTDR00418;Prolactin
TTDR00419;CCAAT/enhancer binding protein beta
TTDR00420;Oxysterols receptor LXR-alpha
TTDR00421;Oxysterols receptor LXR-beta
TTDR00422;Leukemia inhibitory factor
TTDR00423;Eosinophil peroxidase
TTDR00426;Chemokine receptor
TTDR00427;Interferon regulatory factor 1
TTDR00428;Class II cytokine receptor
TTDR00430;Leukocyte surface antigen CD47
TTDR00431;Monokine
TTDR00432;Gastric inhibitory polypeptide
TTDR00433;Caspase-8
TTDR00434;Interleukin-1 beta convertase
TTDR00435;Common lymphatic endothelial and vascular endothelial receptor-1
TTDR00436;Mitogen-activated protein kinase
TTDR00437;Cytokine
TTDR00438;Serum amyloid A-activating factor 1
TTDR00439;Endotoxin
TTDR00440;Apopain
TTDR00441;Apolipoprotein A-II
TTDR00442;Glycosylphosphatidylinositol-anchored aspartyl protease
TTDR00443;Cytosolic phospholipase A2
TTDR00444;Presenilin 1
TTDR00445;Presenilin 2
TTDR00446;Serum amyloid P-component
TTDR00447;Cathepsin D
TTDR00448;Ribonuclease H
TTDR00449;Insulin-like growth factor binding protein 3
TTDR00450;Six-transmembrane epithelial antigen of the prostate 2
TTDR00451;C-C motif chemokine 2
TTDR00452;Triggering receptor expressed on myeloid cells 1
TTDR00453;Vascular cell adhesion protein 1
TTDR00455;Caspase-11
TTDR00456;Virion infectivity factor
TTDR00457;Kallikrein 7
TTDR00458;Oncostatin M
TTDR00459;mRNA of Telomerase reverse transcriptase
TTDR00460;Oligophrenin 1
TTDR00461;Neuropsin
TTDR00462;Tumor necrosis factor ligand superfamily member 6
TTDR00464;Paired box protein Pax-5
TTDR00465;Guanine nucleotide-binding protein G(I)/G(S)/G(O) gamma-7 subunit
TTDR00466;CAMP-specific 3',5'-cyclic phosphodiesterase 4B
TTDR00468;Leptin
TTDR00469;Insulin receptor substrate-1
TTDR00470;Proto-oncogene C-crk
TTDR00471;Fetuin
TTDR00473;Integrin alpha-V
TTDR00474;Glucose-6-phosphatase
TTDR00475;Cyclin-dependent kinase inhibitor 1C
TTDR00476;Fatty acid-binding protein, adipocyte
TTDR00477;Ectonucleotide pyrophosphatase/phosphodiesterase 1
TTDR00478;Neurotrophin-3
TTDR00479;I1-imidazoline receptor
TTDR00480;T-box transcription factor TBX21
TTDR00481;Sigma receptor
TTDR00482;IgG receptor FcRN large subunit P51
TTDR00483;L523S
TTDR00484;Osteopontin
TTDR00485;Integrin-linked protein kinase 1
TTDR00486;Phosphatidylinositol-3,4,5-trisphosphate 3-phosphatase PTEN
TTDR00487;Plasminogen activator
TTDR00488;Transcription factor GATA-4
TTDR00489;Nuclear receptor coactivator 3
TTDR00490;Sodium/calcium exchanger
TTDR00491;DNA replication licensing factor MCM6
TTDR00492;DNA replication licensing factor MCM7
TTDR00493;Suppressor of cytokine signaling 1
TTDR00494;Hexamethylene bisacetamide-inducible protein 1
TTDR00495;Calcium-dependent chloride channel-1
TTDR00496;4-aminopyridine sensitive K(+) channels
TTDR00497;ETS-domain transcription factor ERF
TTDR00498;Small inducible cytokine B10
TTDR00499;Zinc finger protein A20
TTDR00500;Thymidine kinase
TTDR00503;Prostate specific antigen
TTDR00504;Osteonectin
TTDR00505;Calpain
TTDR00506;Phosphatidylethanolamine N-methyltransferase
TTDR00507;Cytochrome B-245 heavy chain
TTDR00508;Lymphotoxin-beta
TTDR00509;Transforming protein p21
TTDR00510;Serine protease hepsin
TTDR00511;Transforming growth factor beta 1
TTDR00512;Protein-lysine 6-oxidase
TTDR00513;Sarcoplasmic/endoplasmic reticulum calcium ATPase 2
TTDR00514;Stathmin
TTDR00515;Latent membrane protein 2A
TTDR00516;Voltage-gated potassium channel
TTDR00517;Cyclic-AMP-dependent transcription factor ATF-3
TTDR00518;High mobility group protein 1
TTDR00519;Interleukin-11
TTDR00521;Cell adhesion molecules
TTDR00524;Fractalkine
TTDR00525;CD44 antigen
TTDR00526;Cystathionine beta-synthase
TTDR00527;Caveolin-1
TTDR00529;Adenosine kinase
TTDR00530;Melanocyte stimulating hormone receptor
TTDR00531;Glutamyl aminopeptidase
TTDR00532;CAMP response element binding protein
TTDR00533;Intestinal GlcNAc-6-sulfotransferase
TTDR00534;C-X-C chemokine receptor type 6
TTDR00535;Intrinsic factor-B12 receptor
TTDR00536;Cyclophilin receptor
TTDR00537;Ectonucleoside triphosphate diphosphohydrolase 1
TTDR00538;Epidermal growth factor receptor III
TTDR00539;Folylpolyglutamate synthase, mitochondrial
TTDR00540;FMLP-related receptor I
TTDR00541;HCV nucleoside triphosphatase
TTDR00542;Interleukin-13 receptor
TTDR00543;Solute carrier family 12 member
TTDR00544;Potassium voltage-gated channel subfamily KQT member 2
TTDR00545;Leukotriene B4 receptor 2
TTDR00546;Low-density lipoprotein receptor-related protein 2
TTDR00547;mRNA of 3-phosphoinositide-dependent kinase-1
TTDR00548;mRNA of Htert
TTDR00549;mRNA of H-ras
TTDR00550;mRNA of Ki-ras
TTDR00551;mRNA of telomerase
TTDR00552;mRNA of protein kinase A alpha subunit
TTDR00553;Nerve growth factor
TTDR00554;Orphan nuclear receptor NURR1
TTDR00555;Acid phosphatase surE
TTDR00556;Plasminogen activator inhibitor-1
TTDR00557;Protein kinase C, zeta type
TTDR00558;RNA endonuclease
TTDR00559;Sortase
TTDR00560;Trypsin-like serine protease
TTDR00561;UDP-glucuronosyltransferase
TTDR00562;Urotensin II receptor
TTDR00563;Vacuolar-type (H+)-ATPase
TTDR00564;5-hydroxytryptamine 1E receptor
TTDR00565;5-hydroxytryptamine 5A receptor
TTDR00566;CCK receptor
TTDR00567;Heparin-binding growth factor 2
TTDR00568;Phosphatidylinositol 3-kinase
TTDR00570;Ketol-acid reductoisomerase
TTDR00571;Dipeptidyl-peptidase I
TTDR00572;Gamma-glutamyl hydrolase
TTDR00573;Endothelin
TTDR00574;Urotensin II
TTDR00575;Nucleolin
TTDR00576;Epidermal growth factor receptor deltaEGFR
TTDR00577;Vang-like protein 1
TTDR00578;14-3-3 proteins
TTDR00579;EPAS-1/HIF-2alpha mRNA
TTDR00580;Lysophosphatidic acid receptor Edg-2
TTDR00582;Endocytic receptor Endo180
TTDR00583;Ghrelin
TTDR00584;Small inducible cytokine A22
TTDR00585;Trypanothione reductase
TTDR00586;Insulin-like growth factor binding protein 6
TTDR00587;Estradiol 17 beta-dehydrogenase 1
TTDR00588;Tubulin associated unit Tau
TTDR00589;Ganciclovir kinase
TTDR00590;Human cytomegalovirus protease
TTDR00591;MTA/SAH nucleosidase
TTDR00592;Glycylpeptide N-tetradecanoyltransferase
TTDR00593;Nuclear receptor ROR-alpha
TTDR00594;Immunogenic protein MPT63/MPB63
TTDR00595;Kgp protease
TTDR00596;Deoxyuridine 5'-triphosphate nucleotidohydrolase, mitochondrial
TTDR00597;N-acetylglucosaminyl-phosphatidylinositol de-N-acetylase
TTDR00598;Hexose transporter 1
TTDR00599;Histidine-rich protein II
TTDR00600;Delta-aminolevulinic acid synthetase
TTDR00601;S-adenosyl-L-methionine:C-24 sterol methyl transferase
TTDR00602;Haemophilus influenzae NadR protein
TTDR00603;CAMP-specific 3',5'-cyclic phosphodiesterase 2C
TTDR00604;Cyclin-dependent kinase 4 inhibitor A
TTDR00605;Protein HP59
TTDR00606;Cysteine protease falcipain-2
TTDR00607;Falcipain-3
TTDR00608;Alpha-endosulfine
TTDR00609;RNA triphosphatase
TTDR00610;Methionine gamma-lyase
TTDR00611;Leukocyte common antigen
TTDR00612;Melanin-concentrating hormone receptor 2
TTDR00613;Mycobacterium tuberculosis 30 kDa major secretory protein
TTDR00614;Elongation factor 3
TTDR00615;Glutamate--cysteine ligase regulatory subunit
TTDR00617;Xanthine phosphoribosyltransferase
TTDR00618;Hypoxanthine-guanine-xanthine phosphoribosyltransferase
TTDR00619;Isocitrate lyase
TTDR00620;Voltage-dependent L-type calcium channel alpha-1D subunit
TTDR00621;Synapsin
TTDR00622;CDP-diacylglycerol--inositol 3-phosphatidyltransferase
TTDR00623;Glycerol-3-phosphate dehydrogenase [NAD+], cytoplasmic
TTDR00624;Methylated-DNA--protein-cysteine methyltransferase
TTDR00625;Homoserine dehydrogenase
TTDR00626;Large neutral amino acids transporter small subunit 1
TTDR00627;Cardiac phospholamban
TTDR00628;MNN9 protein
TTDR00629;CX3C chemokine receptor 1
TTDR00630;Prostaglandin E synthase
TTDR00631;Metal-transporter protein PsaA
TTDR00632;Beta-ketoacyl-ACP synthase
TTDR00633;Nicotinate-nucleotide pyrophosphorylase [carboxylating]
TTDR00634;Fatty acid-binding protein, liver
TTDR00635;Pyrophosphate-dependent phosphofructokinase
TTDR00636;Laccase
TTDR00637;Triosephosphate isomerase (bacterial)
TTDR00638;DNA polymerase processivity factor
TTDR00640;Fructose-bisphosphate aldolase
TTDR00641;SH2 containing inositol-5-phosphatase
TTDR00642;Endoglin
TTDR00644;Suppressor of tumorigenicity 14
TTDR00646;Beta 1, 2-Xylosyltransferase
TTDR00647;Phospholipase C gamma
TTDR00648;CoA-independent transacylase
TTDR00650;Alpha 4 beta 7 integrin receptor
TTDR00651;Integrin alpha-6
TTDR00653;Monocarboxylate transporter 1
TTDR00654;Protein phosphatase 2C delta isoform
TTDR00655;Pyridoxal phosphate biosynthetic protein pdxJ
TTDR00656;Myelin-oligodendrocyte glycoprotein
TTDR00657;3-oxoacyl-[acyl-carrier protein] reductase
TTDR00658;Actin
TTDR00659;Bis(5'-adenosyl)-triphosphatase
TTDR00660;Ly-6K antigen
TTDR00661;Aconitate hydratase, mitochondrial
TTDR00662;UDP-glucose 4-epimerase
TTDR00663;60 kDa heat shock protein, mitochondrial
TTDR00665;520 kDa MYC-binding protein
TTDR00666;Penicillin-binding protein 1B
TTDR00667;Cyclin-dependent kinase inhibitor 1
TTDR00668;Pro-neuregulin-1
TTDR00669;Focal adhesion kinase
TTDR00670;Troponin I, cardiac muscle
TTDR00673;Prostaglandin E2 receptor, EP1 subtype
TTDR00674;Beta crystallin B1
TTDR00675;Opioid-insensitive Ca2+ channel
TTDR00676;3-deoxy-manno-octulosonate cytidylyltransferase
TTDR00677;Interleukin-13 receptor alpha-2 chain
TTDR00678;Glycoprotein coupled receptor
TTDR00679;Alpha-fetoprotein
TTDR00680;2',3'-cyclic nucleotide 3'-phosphodiesterase
TTDR00681;Carcinoembryonic antigen-related cell adhesion molecule 5
TTDR00682;Lactadherin
TTDR00683;Tenascin
TTDR00684;Serum paraoxonase/arylesterase 1
TTDR00685;Hepatocellular carcinoma-associated protein
TTDR00686;CAMP-dependent protein kinase A type I
TTDR00687;Folate receptor beta
TTDR00688;Wilms' tumor protein
TTDR00689;Troponin T, cardiac muscle isoforms
TTDR00690;Dihydroneopterin aldolase
TTDR00691;Dickkopf related protein-1
TTDR00692;Bile-salt-activated lipase
TTDR00693;Annexin A10
TTDR00694;Tumor-associated carbohydrate antigen KH-1
TTDR00695;Rab geranylgeranyltransferase
TTDR00696;ADAMTS-4
TTDR00697;ADAMTS-5
TTDR00698;Platelet endothelial cell adhesion molecule
TTDR00699;Integrin alpha-M
TTDR00700;DNA fragmentation factor 40 kDa subunit
TTDR00701;Immunoglobulin A1 protease
TTDR00702;Alkylhydroperoxidase AhpD
TTDR00703;Bacitracin transport ATP-binding protein bcrA
TTDR00704;Plasmepsin 4
TTDR00705;Dystroglycan
TTDR00706;40S ribosomal protein S12
TTDR00707;Choriogonadotropin beta chain
TTDR00708;65 kD membrane-associated NADH-fumarate reductase
TTDR00709;Inositol polyphosphate 1-phosphatase
TTDR00710;Diphosphoinositol polyphosphate phosphohydrolase 2
TTDR00711;Gene A1
TTDR00712;Membrane-bound transcription factor site-1 protease
TTDR00713;Beta-catenin
TTDR00714;5T4 ONCOFETAL antigen
TTDR00715;Glycosylphosphatidylinositol phosphoethanolamine transferase
TTDR00716;Farnesyl-protein transferase
TTDR00717;Serine/threonine protein phosphatase PP1-alpha 1 catalytic subunit
TTDR00718;HPIV-1 hemagglutinin-neuraminidase glycoprotein
TTDR00720;UPF0090 protein SP0552
TTDR00721;Methionine aminopeptidase 2
TTDR00722;L-selectin
TTDR00723;2C-Methyl-D-erythritol 2,4-cyclodiphosphate synthase
TTDR00725;DNA: NF2 gene promoter
TTDR00726;Signal peptidase I
TTDR00727;Perilipin
TTDR00728;Contactin 2
TTDR00729;DNA: squamous cell carcinoma antigen SCCA1 promoter
TTDR00730;Mucin 1
TTDR00731;P2Y purinoceptor 6
TTDR00732;Arginase II, mitochondrial
TTDR00733;Transmembrane protease, serine 2
TTDR00734;Complement receptor type 1
TTDR00735;Phosphatidylinositol 3-kinase CaVps34p
TTDR00736;Macrophage scavenger receptor class B type I
TTDR00737;6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 2
TTDR00738;Human T-cell leukemia virus type-1 proteinase
TTDR00739;Superoxide dismutase [Mn]
TTDR00740;Acylamino-acid-releasing enzyme
TTDR00741;Signal transduction protein CBL
TTDR00742;Membrane copper amine oxidase
TTDR00743;Cytokine growth-related oncogene-alpha
TTDR00744;Trans-acting T-cell specific transcription factor GATA-3
TTDR00745;Advanced glycosylation end product-specific receptor
TTDR00746;Phosphomannomutase/phosphoglucomutase
TTDR00747;Flavohemoglobin
TTDR00748;2-amino-4-hydroxy-6- hydroxymethyldihydropteridine pyrophosphokinase
TTDR00749;G-quadruplex DNA
TTDR00750;Melanoma-associated antigen 3
TTDR00751;CD9 antigen
TTDR00752;Myelin-associated/oligodendrocyte basic protein
TTDR00753;Glucosamine-6-phosphate synthase
TTDR00754;Mitotic checkpoint protein
TTDR00755;Metabotropic glutamate receptor 8
TTDR00756;Homeobox protein Hox-B13
TTDR00757;Fatty-acyl-CoA synthase
TTDR00758;Pyruvate:ferredoxin oxidoreductase
TTDR00759;Xaa-Pro dipeptidase
TTDR00761;Subtilisin-like protease
TTDR00762;3-dehydroquinate synthase
TTDR00763;C-C chemokine receptor type 8
TTDR00764;Haemagglutinin
TTDR00765;Tumor-associated calcium signal transducer 1
TTDR00766;Iron-transporter ferric ion-binding protein
TTDR00767;Tryparedoxin
TTDR00769;Cysteine proteinase
TTDR00771;Glycine receptor alpha-1 chain
TTDR00773;Melanoma-associated antigen 4
TTDR00774;GMP synthase [glutamine-hydrolyzing]
TTDR00775;Gamma crystallin M2
TTDR00776;Solute carrier family 2, facilitated glucose transporter, member 4
TTDR00777;Neuropeptide Y
TTDR00778;Negative factor
TTDR00779;69 kDa islet cell autoantigen
TTDR00780;Interleukin-8 receptor
TTDR00781;Guanosine phosphotransferase
TTDR00783;Deoxyribonucleoside phosphotransferase
TTDR00784;Aminopeptidase N
TTDR00785;3,4-dihydroxy-2-butanone-4-phosphate synthase
TTDR00786;G1/S-specific cyclin E1
TTDR00787;Endothelium-derived hyperpolarizing factor
TTDR00788;Fibroblast-specific protein-1
TTDR00789;Calgranulin A
TTDR00790;Calgranulin B
TTDR00792;Growth arrest and DNA-damage-inducible protein GADD45 beta
TTDR00793;Zinc finger protein OZF
TTDR00794;Myosin light chain kinase, smooth muscle and non-muscle isozymes
TTDR00795;Angiopoietin-related protein 4
TTDR00796;VDUP1 protein
TTDR00797;Trypanothione synthetase
TTDR00798;Calprotectin
TTDR00799;Adiponectin
TTDR00800;Polyphosphate kinase
TTDR00801;Glycine receptor
TTDR00802;Prostaglandin D2 receptor
TTDR00803;Calgranulin D
TTDR00804;Galectin-3
TTDR00805;Choline kinase
TTDR00806;Presynaptic density protein 95
TTDR00807;Cell surface glycoprotein MUC18
TTDR00808;Stromal cell-derived factor 1
TTDR00809;DNA mismatch repair protein MSH2
TTDR00810;DNA-binding protein inhibitor ID-2
TTDR00811;Estradiol 17 beta-dehydrogenase 4
TTDR00812;Myotubularin-related protein 1
TTDR00813;Toll-like receptor 2
TTDR00814;S-phase kinase-associated protein 2
TTDR00815;Growth/differentiation factor 15
TTDR00816;Protease II
TTDR00817;Orphan nuclear receptor SHP
TTDR00818;Nucleocapsid protein, NCP7, NC71
TTDR00819;Mothers against decapentaplegic homolog 3
TTDR00820;WNT1 inducible signaling pathway protein 3 variant
TTDR00821;Metabotropic glutamate receptor 7
TTDR00822;Cyclin-dependent kinase 6 inhibitor
TTDR00823;Growth/differentiation factor 8
TTDR00824;Neuroendocrine convertase 1
TTDR00825;Neuroendocrine convertase 2
TTDR00826;Histidine kinase
TTDR00827;Phosphoribosylaminoimidazole carboxylase
TTDR00828;Deoxyribonuclease I
TTDR00829;Fascin
TTDR00830;Vascular endothelial-cadherin
TTDR00831;Apolipoprotein(a)
TTDR00832;Olfactory receptor 51E2
TTDR00833;U6 snRNA-associated Sm-like protein LSm1
TTDR00834;ADM
TTDR00838;Fatty acid transport protein
TTDR00839;Kexin-like serine endoprotease
TTDR00840;Fos-related antigen 1
TTDR00841;Elav-like protein 1
TTDR00842;Ets-domain protein elk-3
TTDR00843;Elongation factor 2
TTDR00844;Leukosialin
TTDR00845;Protein tyrosine phosphatase
TTDR00846;Beta-chimaerin
TTDR00847;ADAM 17
TTDR00848;Deoxyhypusine synthase
TTDR00849;Lantibiotic mersacidin
TTDR00850;Cd28 receptor
TTDR00851;Angiotensin converting enzyme-like protein
TTDR00852;Sterol regulatory element binding protein-1
TTDR00853;Biphenyl hydrolase-related protein
TTDR00854;Membrane-associated lectin type-C
TTDR00855;Interleukin-20
TTDR00856;Follistatin-related protein 3
TTDR00857;Coronavirus main proteinase
TTDR00858;Tyrosine-protein kinase itk/tsk
TTDR00859;Protective antigen
TTDR00860;Mammaglobin A
TTDR00861;Lectin-like oxidized ldl receptor
TTDR00862;Aspartate-semialdehyde dehydrogenase
TTDR00863;Organic cation transporter 6
TTDR00864;Glutathionylspermidine synthase
TTDR00865;UDP-3-O-[3-hydroxymyristoyl] n-acetylglucosamine deacetylase
TTDR00866;Lanosterol synthase
TTDR00867;Galanin
TTDR00868;Neurogenic locus notch homolog protein 1
TTDR00869;ORF74 protein
TTDR00870;GDP-mannose transporter
TTDR00871;Cystathionine gamma-synthase
TTDR00872;Riboflavin synthase
TTDR00873;DNA-repair protein complementing xp-a cells
TTDR00874;Dopachrome tautomerase
TTDR00875;Hepatoma derived growth factor
TTDR00876;Airway trypsin-like protease
TTDR00877;Peroxysome proliferator-activated receptor gamma 2
TTDR00878;Makorin 1
TTDR00879;Sorbitol dehydrogenase
TTDR00880;Acyl-CoA desaturase 1
TTDR00883;1-phosphatidylinositol-4,5-bisphosphate phosphodiesterase beta 1
TTDR00884;Tyrosine-protein kinase 6
TTDR00885;Transcription factor E2F2
TTDR00886;Cathepsin B
TTDR00887;CASP8 and FADD-like apoptosis regulator
TTDR00888;Gremlin
TTDR00889;ADAM 33
TTDR00890;Early activation antigen CD69
TTDR00891;Kinase suppressor of ras-1
TTDR00892;Cell surface A33 antigen
TTDR00893;Suppressor of cytokine signaling 3
TTDR00894;Poly(ADP-ribose) glycohydrolase
TTDR00895;NH(3)-dependent NAD(+) synthetase
TTDR00897;DNA-directed RNA polymerase II 19 kDa polypeptide
TTDR00898;DNA ligase
TTDR00899;Na+-coupled citrate transporter protein
TTDR00900;Serine/threonine protein phosphatase 1
TTDR00901;JUN activation domain binding protein
TTDR00902;Short transient receptor potential channel 3
TTDR00903;Potassium voltage-gated channel subfamily A member 3
TTDR00905;Ubiquitin-protein ligase E3A
TTDR00906;Munc13
TTDR00907;40 kDa peptidyl-prolyl cis-trans isomerase
TTDR00908;Gamma-aminobutyric acid C receptor
TTDR00909;Endoprotease bli-4
TTDR00910;6-phosphogluconate dehydrogenase, decarboxylating
TTDR00911;Oxysterols receptor LXR
